taxonKey	year_2018_em_status_observations_BE	year_2018_em_status_observations_pa	year_2018_em_status_occupancy_BE	year_2018_em_status_occupancy_pa	year_2019_em_status_observations_BE	year_2019_em_status_observations_pa	year_2019_em_status_occupancy_BE	year_2019_em_status_occupancy_pa	year_2020_em_status_observations_BE	year_2020_em_status_observations_pa	year_2020_em_status_occupancy_BE	year_2020_em_status_occupancy_pa	mean_growth	canonicalName	kingdomKey	classKey	class	kingdom
3000406	2	2	2	2	2	1	2	1	3	1	3	1		Stranvaesia davidiana	6	220	Magnoliopsida	Plantae
3000610	1	0	1	2	1	0	1	2	1	0	1	1	0.9809954220554896	Chaenomeles japonica	6	220	Magnoliopsida	Plantae
3003709	1	3	3	3	1	3	2	2	1	3	3	2	0.9849215784101237	Rosa glauca	6	220	Magnoliopsida	Plantae
3005039	0		0		0		0		0		0			Rosa chinensis	6	220	Magnoliopsida	Plantae
3011247	1		1		1		1		1		1			Rosa nitida	6	220	Magnoliopsida	Plantae
3012089	1	3	1	1	1	1	1	1	1	1	1	1	0.8071299663581146	Sorbaria sorbifolia	6	220	Magnoliopsida	Plantae
3012103	1	1	1	1	1	1	1	1	1	1	1	1		Sorbaria kirilowii	6	220	Magnoliopsida	Plantae
3012117	0		0		0		0		0		0			Sorbaria tomentosa	6	220	Magnoliopsida	Plantae
3015457	0	1	1	1	0	3	2	3	0	3	3	3	0.5101844317548171	Crataegus persimilis	6	220	Magnoliopsida	Plantae
3015577	1		1		1		1		1		1			Crataegus pedicellata	6	220	Magnoliopsida	Plantae
3020838	1	1	1	1	0	0	0	0	3	0	3	0		Prunus tomentosa	6	220	Magnoliopsida	Plantae
3020871	0	2	2	2	0	2	2	2	0	2	3	3	0.7331572848446039	Prunus lusitanica	6	220	Magnoliopsida	Plantae
3021496	3	3	1	1	3	3	1	1	3	3	1	1	1.0489696983131118	Prunus laurocerasus	6	220	Magnoliopsida	Plantae
3021730	3	3	1	1	3	3	1	1	3	3	1	1	1.1013892427815182	Prunus cerasifera	6	220	Magnoliopsida	Plantae
3022203	0	0	1	1	0	0	1	0	0	0	2	0	0.8844853578548397	Prunus fruticans	6	220	Magnoliopsida	Plantae
3022668	0	0	1	0	0	0	0	0	0	0	0	0	0.739497101541603	Prunus virginiana	6	220	Magnoliopsida	Plantae
3025564	1	0	1	0	0	0	0	0	2	0	3	0		Cotoneaster villosulus	6	220	Magnoliopsida	Plantae
3025605	0	0	0	0	0	0	0	0	0	0	0	0		Cotoneaster zabelii	6	220	Magnoliopsida	Plantae
3025617	0	1	1	1	0	1	1	1	0	1	1	1	0.8755634984435356	Cotoneaster horizontalis	6	220	Magnoliopsida	Plantae
3025758	1	1	1	1	0	0	0	0	0	0	0	0		Cotoneaster hylmoei	6	220	Magnoliopsida	Plantae
3025858	2	0	2	0	1	0	1	0	1	0	1	0		Cotoneaster ambiguus	6	220	Magnoliopsida	Plantae
3025875	1	1	1	1	1	1	1	1	0	0	0	0		Cotoneaster conspicuus	6	220	Magnoliopsida	Plantae
3025896	0	1	1	1	0	1	1	1	0	1	1	1	0.80769863141473	Cotoneaster dielsianus	6	220	Magnoliopsida	Plantae
3025907	0		0		0		0		0		0			Cotoneaster qungbixiensis	6	220	Magnoliopsida	Plantae
3025932	1	1	1	1	1	1	1	1	1	1	1	1		Cotoneaster fangianus	6	220	Magnoliopsida	Plantae
3025944	0		0		0		0		0		0			Cotoneaster mairei	6	220	Magnoliopsida	Plantae
3026004	1	1	1	1	0	0	0	0	0	0	0	0		Cotoneaster watereri	6	220	Magnoliopsida	Plantae
3026024	1	3	1	3	1	3	1	3	1	3	1	3		Cotoneaster ascendens	6	220	Magnoliopsida	Plantae
3026040	1	1	1	1	3	2	3	2	3	2	3	2		Cotoneaster suecicus	6	220	Magnoliopsida	Plantae
3026049	1	1	1	1	1	1	1	1	1	2	1	2	0.9266492408362457	Cotoneaster dammeri	6	220	Magnoliopsida	Plantae
3026074	3	1	0	2	3	1	0	3	3	1	0	3	1.0526265330003535	Cotoneaster salicifolius	6	220	Magnoliopsida	Plantae
3026092	1	0	1	1	1	0	1	1	1	0	1	1	0.8854421806196104	Cotoneaster hjelmqvistii	6	220	Magnoliopsida	Plantae
3026105	2	1	2	1	2	1	2	1	1	1	1	1		Cotoneaster integrifolius	6	220	Magnoliopsida	Plantae
3026107	0	0	1	2	0	1	1	1	0	1	1	1	0.8376894569973719	Cotoneaster simonsii	6	220	Magnoliopsida	Plantae
3026154	1	3	1	1	1	3	1	3	1	3	1	3	0.8678009502177547	Cotoneaster sternianus	6	220	Magnoliopsida	Plantae
3026160	1	1	1	1	1	1	1	1	1	1	1	1	0.9345047119879509	Cotoneaster rehderi	6	220	Magnoliopsida	Plantae
3026162	1	3	0	0	1	1	0	0	1	1	0	0	0.6844573026533058	Cotoneaster franchetii	6	220	Magnoliopsida	Plantae
3026294	0	1	2	2	0	1	1	1	0	1	2	2	0.8649411296251807	Cotoneaster bullatus	6	220	Magnoliopsida	Plantae
3026334	1	1	2	2	1	1	2	1	1	1	2	2	0.5977639118364052	Cotoneaster divaricatus	6	220	Magnoliopsida	Plantae
3027138	1		1		1		1		1		1			Spiraea canescens	6	220	Magnoliopsida	Plantae
3027332	0		0		0		0		0		0			Spiraea rosalba	6	220	Magnoliopsida	Plantae
3027341	0	0	0	0	0	0	0	0	0	0	0	0		Spiraea nipponica	6	220	Magnoliopsida	Plantae
3027791	1	1	1	1	1	1	1	1	1	1	1	1		Alchemilla micans	6	220	Magnoliopsida	Plantae
3028528	2	0	0	0	2	0	0	0	2	0	0	0	1.080423213704819	Alchemilla mollis	6	220	Magnoliopsida	Plantae
3032611	3		3		2	1	3		3	3	3	1		Darmera peltata	6	220	Magnoliopsida	Plantae
3032646	2	3	2	3	1	1	1	1	3	3	3	3		Heuchera micrantha	6	220	Magnoliopsida	Plantae
3032653	2	1	2	1	2	1	3	1	3	1	3	1		Heuchera sanguinea	6	220	Magnoliopsida	Plantae
3033077	1	3	0	3	1	3	0	2	1	3	0	3	0.9424721001563391	Aucuba japonica	6	220	Magnoliopsida	Plantae
3033242	2	1	3	3	0	1	3	3	0	1	1	3	0.9359870096031755	Anemone blanda	6	220	Magnoliopsida	Plantae
3033261	2	2	2	2	2	1	2	1	3	3	3	2		Anemone coronaria	6	220	Magnoliopsida	Plantae
3033396	2	1	1	1	2	0	2	0	2	0	1	0		Ranunculus marginatus	6	220	Magnoliopsida	Plantae
3033460	1	1	1	1	1	1	1	1	0	0	0	0		Ranunculus trilobus	6	220	Magnoliopsida	Plantae
3033535	2	0	3	0	1	0	1	0	1	0	1	0		Clematis tangutica	6	220	Magnoliopsida	Plantae
3033896	0	1	0	2	0	1	0	2	0	1	0	2	0.8058794859515661	Berberis thunbergii	6	220	Magnoliopsida	Plantae
3033905	3	0	3	0	3	0	3	0	3	0	3	0		Berberis darwinii	6	220	Magnoliopsida	Plantae
3033965	3	0	3	0	1	0	1	0	3	0	3	0		Akebia quinata	6	220	Magnoliopsida	Plantae
3034015	3	3	3	3	3	3	3	3	3	2	3	2		Laurus nobilis	6	220	Magnoliopsida	Plantae
3034046	1	1	1	1	1	0	1	0	3	0	3	0		Persea americana	6	220	Magnoliopsida	Plantae
3034523	1	0	1	0	1	0	1	0	1	0	1	0		Caucalis platycarpos	6	220	Magnoliopsida	Plantae
3034602	1	1	1	1	1	1	1	1	1	1	1	1		Hydrocotyle verticillata	6	220	Magnoliopsida	Plantae
3036033	2	2	2	2	2	2	2	2	2	2	2	2		Hedera colchica	6	220	Magnoliopsida	Plantae
3036157	2	2	2	2	1	2	2	2	1	1	1	1		Hedera hibernica	6	220	Magnoliopsida	Plantae
3036892	1	1	1	1	1	1	1	2	1	1	1	2	0.9653688252917393	Aralia elata	6	220	Magnoliopsida	Plantae
3039046	3	3	3	2	3	1	3	1	3	1	3	1	1.1985184367623585	Fatsia japonica	6	220	Magnoliopsida	Plantae
3039194	3	3	1	3	3	3	1	2	3	3	1	2	1.0683206807411156	Parthenocissus quinquefolia	6	220	Magnoliopsida	Plantae
3039267	1	1	1	3	1	1	1	3	1	1	1	3	0.7782093897917005	Elaeagnus umbellata	6	220	Magnoliopsida	Plantae
3039270	1	1	1	1	1	1	1	1	1	1	1	1		Elaeagnus pungens	6	220	Magnoliopsida	Plantae
3039272	1	1	1	1	1	1	1	1	2	0	2	0		Elaeagnus multiflora	6	220	Magnoliopsida	Plantae
3039418	0		0		0		0		0		0			Ziziphus lotus	6	220	Magnoliopsida	Plantae
3040184	0	3	0	0	0	3	0	0	0	3	0	0	0.8623252830439186	Populus balsamifera	6	220	Magnoliopsida	Plantae
3040185	0	0	1	1	0	0	1	1	0	0	1	1	0.952330525154413	Populus canescens	6	220	Magnoliopsida	Plantae
3040232	1	1	1	1	1	1	1	1	1	0	1	0		Populus deltoides	6	220	Magnoliopsida	Plantae
3040233	1	3	1	0	1	3	1	0	1	3	1	0	0.9170328412264358	Populus alba	6	220	Magnoliopsida	Plantae
3040241	1	1	1	1	1	1	1	1	1	1	0	0	0.7196656972302663	Populus jackii	6	220	Magnoliopsida	Plantae
3040928	0		0		0		0		0		0			Conringia planisiliqua	6	220	Magnoliopsida	Plantae
3040999	1	1	2	2	1	1	2	2	1	1	2	2	0.8588859417487839	Raphanus raphanistrum landra	6	220	Magnoliopsida	Plantae
3042799	1		1		1		1		1		1			Brassica barrelieri	6	220	Magnoliopsida	Plantae
3042845	3	3	1	1	3	3	1	1	3	3	1	1	1.052854353661724	Brassica oleracea	6	220	Magnoliopsida	Plantae
3042925	1	1	1	1	3	1	3	1	3	1	1	1		Brassica carinata	6	220	Magnoliopsida	Plantae
3044912	1	1	1	1	1	1	1	1	1	1	1	1		Alyssum montanum	6	220	Magnoliopsida	Plantae
3045803	1	1	1	1	3	0	3	0	2	0	2	0		Cardamine graeca	6	220	Magnoliopsida	Plantae
3046015	0	1	1	1	0	2	2	2	0	1	2	1	0.8713755819883643	Cardamine corymbosa	6	220	Magnoliopsida	Plantae
3046744	1	0	2	0	1	0	2	0	1	0	2	0	0.816329742051706	Sisymbrium volgense	6	220	Magnoliopsida	Plantae
3054117	1	2	3	2	1	3	3	3	1	3	3	3	0.6123346042255771	Aubrieta deltoidea	6	220	Magnoliopsida	Plantae
3054352	1	0	1	0	1	0	1	0	1	0	1	0		Juglans cinerea	6	220	Magnoliopsida	Plantae
3054357	1	1	0	3	1	1	0	3	1	1	0	2	0.9527201852476355	Juglans nigra	6	220	Magnoliopsida	Plantae
3054368	1	3	2	0	1	3	2	0	1	3	2	0	0.9806553351477163	Juglans regia	6	220	Magnoliopsida	Plantae
3060710	1		1		1		1		1		1			Manihot grahamii	6	220	Magnoliopsida	Plantae
3064495	3	3	3	3	1	1	1	1	1	1	1	1		Euphorbia heterophylla	6	220	Magnoliopsida	Plantae
3064669	2	3	3	3	3	1	3	1	3	1	2	1		Euphorbia myrsinites	6	220	Magnoliopsida	Plantae
3065244	1		1		3		3		3	1	3	1		Euphorbia amygdaloides robbiae	6	220	Magnoliopsida	Plantae
3065883	0		0		0		0		0		0			Euphorbia glyptosperma	6	220	Magnoliopsida	Plantae
3066993	0		0		0		0		0		0			Euphorbia dentata	6	220	Magnoliopsida	Plantae
3067119	1	3	0	3	1	3	0	3	1	3	0	3	0.8309386191879963	Euphorbia maculata	6	220	Magnoliopsida	Plantae
3067353	3	3	3	3	3	3	3	3	3	3	3	3	1.1089210943136292	Euphorbia characias	6	220	Magnoliopsida	Plantae
3067891	1	0	1	1	1	0	1	2	1	0	1	1	0.7811518036529419	Euphorbia prostrata	6	220	Magnoliopsida	Plantae
3069300	0	0	0	0	0	0	0	0	0	0	0	0		Euphorbia vermiculata	6	220	Magnoliopsida	Plantae
3069460	1	1	2	1	3	2	2	3	3	3	3	3		Euphorbia oblongata	6	220	Magnoliopsida	Plantae
3083486	1		1		1		1		3	1	3	1		Paeonia lactiflora	6	220	Magnoliopsida	Plantae
3083680	1	0	2	2	1	0	2	2	1	0	2	1	0.7814012950063176	Atriplex micrantha	6	220	Magnoliopsida	Plantae
3083935	1		1		2		2		2		2			Chenopodium quinoa	6	220	Magnoliopsida	Plantae
3084015	3	3	1	0	3	3	1	0	3	3	1	0	1.0940047533217636	Phytolacca americana	6	220	Magnoliopsida	Plantae
3084022	0	3	0	1	0	3	0	1	0	3	0	1	0.7573174153848506	Phytolacca acinosa	6	220	Magnoliopsida	Plantae
3084839	1		1		1		1		1		1			Mesembryanthemum crystallinum	6	220	Magnoliopsida	Plantae
3084842	1	1	1	1	1	1	1	1	1	1	1	1		Carpobrotus edulis	6	220	Magnoliopsida	Plantae
3084872	1		1		1		1		1		1			Drosanthemum floribundum	6	220	Magnoliopsida	Plantae
3085346	0		0		0		0		0		0			Lepyrodiclis holosteoides	6	220	Magnoliopsida	Plantae
3085357	1	3	3	3	1	1	3	1	1	3	3	3	0.9181603272209807	Saponaria ocymoides	6	220	Magnoliopsida	Plantae
3085389	1	1	1	1	1	1	1	1	1	1	1	1		Sagina japonica	6	220	Magnoliopsida	Plantae
3085420	1	1	1	1	3	3	3	3	2	2	2	2		Dianthus caryophyllus	6	220	Magnoliopsida	Plantae
3086784	0		0		0		0		0		0			Parthenium hysterophorus	6	220	Magnoliopsida	Plantae
3088310	0	1	2	2	0	1	3	2	0	1	3	3	0.717236755892131	Petasites japonicus	6	220	Magnoliopsida	Plantae
3088488	1	1	3	3	1	1	2	3	1	1	2	3	0.9480251573164704	Tagetes erecta	6	220	Magnoliopsida	Plantae
3094939	1	1	1	1	0	0	0	0	0	0	0	0		Onopordum tauricum	6	220	Magnoliopsida	Plantae
3095939	0	0	0		0	0	0		0	0	0			Erigeron huelsenii	6	220	Magnoliopsida	Plantae
3096529	3	1	2	1	3	2	2	3	3	1	3	1	1.0353148826667549	Mauranthemum paludosum	6	220	Magnoliopsida	Plantae
3098912	3	3	3	3	3	3	3	3	3	3	3	3	1.2826868911874765	Cosmos bipinnatus	6	220	Magnoliopsida	Plantae
3098951	3	1	3	1	3	3	3	3	3	3	3	3		Cosmos sulphureus	6	220	Magnoliopsida	Plantae
3100375	0		0		0		0		0		0			Acanthospermum hispidum	6	220	Magnoliopsida	Plantae
3104150	1	1	1	1	1	1	1	1	1	1	1	1		Tripleurospermum decipiens	6	220	Magnoliopsida	Plantae
3104314	2	0	2	0	1	0	1	0	2	0	2	0		Liatris spicata	6	220	Magnoliopsida	Plantae
3104491	1		1		1		1		1		1			Argyranthemum frutescens	6	220	Magnoliopsida	Plantae
3105768	1	1	2	1	1	1	1	1	1	0	3	0	0.8570251165218246	Sonchus tenerrimus	6	220	Magnoliopsida	Plantae
3110041	0		0		0		0		0		0			Amphiachyris dracunculoides	6	220	Magnoliopsida	Plantae
3112361	1	1	1	1	2	2	3	3	3	1	3	2		Cynara scolymus	6	220	Magnoliopsida	Plantae
3112364	3	3	3	2	3	3	3	3	3	2	3	3		Cynara cardunculus	6	220	Magnoliopsida	Plantae
3112994	0	0	0	0	0	0	0	0	0	0	0	0		Cirsium subalpinum	6	220	Magnoliopsida	Plantae
3113637	3	3	2	1	3	3	1	1	3	3	2	2	1.1761172134610203	Cirsium rivulare	6	220	Magnoliopsida	Plantae
3113852	0		0		0		0		0		0			Gutenbergia rueppellii	6	220	Magnoliopsida	Plantae
3115131	0		0		0		0		0		0			Sinacalia tangutica	6	220	Magnoliopsida	Plantae
3118650	1		1		3		1		1		1			Oncosiphon piluliferum	6	220	Magnoliopsida	Plantae
3119185	1	1	1	1	1	1	1	1	2	0	2	0		Helianthus decapetalus	6	220	Magnoliopsida	Plantae
3119219	0		0		0		0		0		0			Helianthus salicifolius	6	220	Magnoliopsida	Plantae
3121258	1	1	2	1	1	3	2	3	1	2	2	2	0.7684695795278	Artemisia princeps	6	220	Magnoliopsida	Plantae
3121562	1	1	1	1	2	1	2	1	2	0	2	0		Artemisia sieversiana	6	220	Magnoliopsida	Plantae
3123249	0		0		0		0		0		0			Pilosella stoloniflora	6	220	Magnoliopsida	Plantae
3125933	1	0	1	0	3	0	3	0	3	0	3	0		Santolina chamaecyparissus	6	220	Magnoliopsida	Plantae
3127837	0		0		0		0		0		0			Centaurea hyalolepis	6	220	Magnoliopsida	Plantae
3131367	1	0	1	0	3	0	3	0	1	0	1	0		Helichrysum petiolare	6	220	Magnoliopsida	Plantae
3131614	3	2	3	3	2	2	1	2	3	3	3	2		Helichrysum italicum	6	220	Magnoliopsida	Plantae
3133887	3	3	3	3	3	3	3	3	3	3	3	3	1.3297801012192527	Coreopsis verticillata	6	220	Magnoliopsida	Plantae
3133938	1	3	2	2	1	3	3	3	1	3	3	2	0.9901231436856218	Coreopsis lanceolata	6	220	Magnoliopsida	Plantae
3134867	0		0		0		0		3	1	3	1		Catananche caerulea	6	220	Magnoliopsida	Plantae
3136929	1		1		1		1		1		1			Anaphalis triplinervis	6	220	Magnoliopsida	Plantae
3138192	2		2		1	1	1	1	3	1	3	1		Eutrochium purpureum	6	220	Magnoliopsida	Plantae
3138195	2	1	2	1	3	2	3	2	2	1	2	1		Eutrochium maculatum	6	220	Magnoliopsida	Plantae
3138953	0		0		0		0		0		0			Melampodium perfoliatum	6	220	Magnoliopsida	Plantae
3139003	1	1	1	1	1	1	1	1	1	1	3	1	0.7830592109361809	Melampodium montanum	6	220	Magnoliopsida	Plantae
3142208	0	0	0	0	0	0	0	0	0	0	0	0		Rhaponticum repens	6	220	Magnoliopsida	Plantae
3146683	2	3	1	1	2	3	1	1	2	1	1	1	0.897381200552156	Erigeron sumatrensis	6	220	Magnoliopsida	Plantae
3147018	0	3	1	2	0	1	1	2	0	1	1	2	0.9054461604668358	Erigeron floribundus	6	220	Magnoliopsida	Plantae
3147168	1	0	0	3	1	0	0	2	1	0	0	3	0.8766648356461494	Erigeron karvinskianus	6	220	Magnoliopsida	Plantae
3147815	3	3	3	3	1	1	1	1	2	2	2	2		Verbesina alternifolia	6	220	Magnoliopsida	Plantae
3147913	0	0	0		0	0	0		0	0	0			Verbesina encelioides	6	220	Magnoliopsida	Plantae
3148560	0		0		0		0		0		0			Anacyclus radiatus	6	220	Magnoliopsida	Plantae
3151692	0	0	0	0	0	0	0	0	0	0	0	0		Symphyotrichum ciliatum	6	220	Magnoliopsida	Plantae
3152268	0		0		2		3		1		1			Malvastrum coromandelianum	6	220	Magnoliopsida	Plantae
3152583	3	3	3	3	3	3	3	2	1	3	3	3	1.013819375554118	Hibiscus syriacus	6	220	Magnoliopsida	Plantae
3152816	1	0	2	0	1	0	2	0	1	0	3	0	0.5313251071343532	Platanus orientalis	6	220	Magnoliopsida	Plantae
3152824	3	2	3	3	2	2	2	3	3	2	3	3		Liquidambar styraciflua	6	220	Magnoliopsida	Plantae
3152861	1	1	2	2	1	1	2	2	1	1	3	3	0.6791064618430978	Liriodendron tulipifera	6	220	Magnoliopsida	Plantae
3164340	1	1	1	1	1	0	1	0	3	2	3	2		Platycodon grandiflorus	6	220	Magnoliopsida	Plantae
3167003	1		1		1		1		1		1			Triodanis perfoliata	6	220	Magnoliopsida	Plantae
3169120	3	3	3	3	1	1	1	1	1	1	1	1		Euonymus alatus	6	220	Magnoliopsida	Plantae
3169169	0	0	0	0	0	0	0	0	0	0	0	0		Celastrus orbiculatus	6	220	Magnoliopsida	Plantae
3169329	0	0	0	0	0	0	0	0	0	0	0	0		Androsace maxima	6	220	Magnoliopsida	Plantae
3170040	2	2	1	2	3	3	1	2	3	3	2	2		Gentiana lutea	6	220	Magnoliopsida	Plantae
3170247	3	3	3	3	3	2	2	2	3	3	3	3	1.4143269663974443	Asclepias syriaca	6	220	Magnoliopsida	Plantae
3170266	0		0		0		0		0		0			Asclepias incarnata	6	220	Magnoliopsida	Plantae
3170823	3	3	0	3	3	3	0	3	3	3	0	3		Paulownia tomentosa	6	220	Magnoliopsida	Plantae
3171304	1	1	1	1	1	1	1	1	1	1	3	1		Mazus pumilus	6	220	Magnoliopsida	Plantae
3171888	2	2	1	1	0	2	1	1	0	0	1	1	0.9627822403916135	Lindernia dubia	6	220	Magnoliopsida	Plantae
3171952	1	1	1	1	2	3	2	3	3	3	3	3		Verbascum speciosum	6	220	Magnoliopsida	Plantae
3172059	3	3	2	1	3	3	3	2	3	3	3	2	1.040262811536209	Veronica spicata	6	220	Magnoliopsida	Plantae
3172068	1		1		1		2		2		3			Veronica cymbalaria	6	220	Magnoliopsida	Plantae
3172099	1	1	1	1	1	0	1	0	0	0	0	0		Veronica austriaca	6	220	Magnoliopsida	Plantae
3172206	1		1		3		3		1		1			Veronicastrum virginicum	6	220	Magnoliopsida	Plantae
3172266	3	3	3	3	1	2	2	2	1	2	3	2	0.9515407797855775	Jasminum nudiflorum	6	220	Magnoliopsida	Plantae
3172291	3	3	1	1	3	3	1	1	3	3	1	1	1.095954827668127	Ligustrum ovalifolium	6	220	Magnoliopsida	Plantae
3172294	1		1		1		1		1		1			Ligustrum sinense	6	220	Magnoliopsida	Plantae
3172348	0	1	2	2	0	1	3	3	0	1	2	2	0.6242200229916193	Fraxinus pennsylvanica	6	220	Magnoliopsida	Plantae
3172613	1		1		1		1		1		1		0.7596877797832293	Catalpa ovata	6	220	Magnoliopsida	Plantae
3172615	1	3	3	3	1	3	3	3	1	3	2	3	0.9440681219883471	Catalpa bignonioides	6	220	Magnoliopsida	Plantae
3172622	0		0		0		0		0		0			Sesamum indicum	6	220	Magnoliopsida	Plantae
3188711	1	1	1	1	1	1	1	1	1	1	1	1		Ammannia coccinea	6	220	Magnoliopsida	Plantae
3188829	2	1	2	1	3	1	2	1	1	1	1	1		Oenothera elata	6	220	Magnoliopsida	Plantae
3188859	1	1	1	1	1	1	1	1	1	1	1	1		Oenothera speciosa	6	220	Magnoliopsida	Plantae
3188926	2	2	2	2	1	1	1	1	3	3	3	3		Oenothera pycnocarpa	6	220	Magnoliopsida	Plantae
3189073	3	2	2	2	3	3	3	3	2	3	3	3		Epilobium brachycarpum	6	220	Magnoliopsida	Plantae
3189815	3	3	1	1	3	3	1	1	3	3	1	1	1.0525141943583562	Aesculus hippocastanum	6	220	Magnoliopsida	Plantae
3189828	1	1	1	1	3	1	3	1	3	1	3	1		Aesculus parviflora	6	220	Magnoliopsida	Plantae
3189836	0		0		0		0		3	1	3	1		Acer pensylvanicum	6	220	Magnoliopsida	Plantae
3189837	1	0	0	3	1	0	0	3	1	0	0	2	0.8128331845923582	Acer saccharinum	6	220	Magnoliopsida	Plantae
3189866	0	1	0	1	0	1	0	1	0	1	0	1	0.8156057859478821	Acer negundo	6	220	Magnoliopsida	Plantae
3189882	2	1	2	1	2	2	2	2	3	2	3	2		Acer palmatum	6	220	Magnoliopsida	Plantae
3189883	1	0	1	0	3	3	3	0	1	1	1	0		Acer rubrum	6	220	Magnoliopsida	Plantae
3189939	0		0		2		2		1		1			Cardiospermum halicacabum	6	220	Magnoliopsida	Plantae
3190411	3	2	3	2	2	3	2	2	3	3	3	3		Ptelea trifoliata	6	220	Magnoliopsida	Plantae
3190522	3	2	3	2	3	2	3	3	3	2	3	2	1.0683782883706674	Cotinus coggygria	6	220	Magnoliopsida	Plantae
3190551	0		0		0		0		0		0			Rhus pulvinata	6	220	Magnoliopsida	Plantae
3190653	0	3	0	0	0	3	0	0	0	3	0	0	0.8010024855014166	Ailanthus altissima	6	220	Magnoliopsida	Plantae
3586046	1	0	1		1	0	1		1	0	1			Gladiolus hortulanus	6	196	Liliopsida	Plantae
3596131	0	0	0	0	0	0	0	0	0	0	0	0		Halimium lasianthum alyssoides	6	220	Magnoliopsida	Plantae
3602227	0		0		0		0		3		3			Papaver setigerum	6	220	Magnoliopsida	Plantae
3631129	0		0		0		0		0		0			Eryngium giganteum	6	220	Magnoliopsida	Plantae
3633319	0	0	2	0	0	0	2	0	0	0	2	0	0.6413102647941948	Tordylium maximum	6	220	Magnoliopsida	Plantae
3642339	1		1		1		1		2		3			Chaerophyllum byzantinum	6	220	Magnoliopsida	Plantae
3642531	0	0	0	0	0	0	0	0	2	2	2	3		Chaerophyllum aureum	6	220	Magnoliopsida	Plantae
3645346	0	0	0	0	0	0	0	0	0	0	0	0		Philadelphus virginalis	6	220	Magnoliopsida	Plantae
3646556	0		0		0		0		3	1	3	1		Pterostyrax hispidus	6	220	Magnoliopsida	Plantae
3663237	2	2	2	2	2	3	2	3	2	2	3	2		Cornus sanguinea australis	6	220	Magnoliopsida	Plantae
3663772	3	1	3	1	1	1	1	1	1	1	1	1		Oenothera moravica	6	220	Magnoliopsida	Plantae
3664287	3	1	3	1	1	1	1	1	1	1	1	1		Oenothera casimiri	6	220	Magnoliopsida	Plantae
3664589	3	3	3	1	3	3	3	3	3	3	3	3		Oenothera lindheimeri	6	220	Magnoliopsida	Plantae
3664677	3	2	2	2	3	1	3	1	3	1	1	1	1.127388950497924	Oenothera subterminalis	6	220	Magnoliopsida	Plantae
3665817	3		3		1		1		1		1			Oenothera rubricauloides	6	220	Magnoliopsida	Plantae
3665866	1	3	1	3	1	1	1	1	3	3	3	3		Oenothera rubricalyx	6	220	Magnoliopsida	Plantae
3665940	1	1	1	1	1	1	1	1	3	1	3	1		Oenothera royfraseri	6	220	Magnoliopsida	Plantae
3666776	3	3	3	3	3	3	3	3	3	3	3	2	1.3078235212864193	Oenothera ersteinensis	6	220	Magnoliopsida	Plantae
3667007	1		1		1		1		1		1			Oenothera drawertii	6	220	Magnoliopsida	Plantae
3667238	3	3	3	1	1	1	1	1	2	3	2	1		Oenothera paradoxa	6	220	Magnoliopsida	Plantae
3678256	1	2	1	2	1	1	1	1	1	1	1	1		Cuscuta lupuliformis	6	220	Magnoliopsida	Plantae
3690997	0	1	2	2	0	1	2	1	0	1	2	2	0.7603664234716373	Cardamine occulta	6	220	Magnoliopsida	Plantae
3740974	0	0	0	0	0	0	0	0	0	0	0	0		Verbascum brockmuelleri	6	220	Magnoliopsida	Plantae
3741446	1	1	1	1	3	3	3	3	1	1	1	1		Erinus alpinus	6	220	Magnoliopsida	Plantae
3754587	1	1	1	1	1	1	1	1	1	1	1	1		Rodgersia podophylla	6	220	Magnoliopsida	Plantae
3767816	3	0	3	0	2	0	2	0	1	0	1	0		Acer japonicum	6	220	Magnoliopsida	Plantae
3827975	1		1		1		1		1		1			Pelargonium candicans	6	220	Magnoliopsida	Plantae
3829143	0	0	0	0	0	0	0	0	0	0	0	0		Erodium stephanianum	6	220	Magnoliopsida	Plantae
3853033	1		1		2	1	2	1	2	1	2	1		Neillia incisa	6	220	Magnoliopsida	Plantae
3872463	0		0		0		0		0		0			Tarenaya hassleriana	6	220	Magnoliopsida	Plantae
